src	tran	score
ancestros	ancestors	0.9777777777777777
atrapar	catch	0.5619047619047619
sunita	Sunni	0.8755555555555556
asediado	besieged	0.5833333333333334
incesante	incessant	0.9555555555555556
irá	go to	0.0
falls	falls	1.0
alegaría	would argue	0.5492424242424242
rasgos	features	0.5277777777777778
reos	inmates	0.0
cigarrillo	cigarette	0.6851851851851851
exhausto	exhausted	0.9305555555555555
arrojó	daring	0.5555555555555555
agarró	grab	0.6388888888888888
lobby	lobby	1.0
abrazó	hug	0.0
bbc	bbc	1.0
veían	they saw	0.5499999999999999
hipotéticamente	hypothetically	0.7728571428571429
estimado	Dear	0.5833333333333334
conduje	Drove	0.5619047619047619
imam	imam	1.0
entraron	they entered	0.5277777777777778
manipularlo	manipulate it	0.8685314685314686
genéticas	genetics	0.9777777777777777
iban	were going	0.0
sargir	sargir	1.0
correspondía	corresponded	0.9333333333333333
amargura	bitterness	0.40833333333333344
iría	would go	0.0
civiles	civilians	0.9047619047619048
llanura	plain	0.6761904761904761
malditos	damn	0.5972222222222222
sargis	sargis	1.0
abotonada	buttoned	0.6601851851851852
levanté	I raised	0.5119047619047619
dobló	doubled	0.8323809523809523
adn	dna	0.0
arrestar	arrest	0.95
council	council	1.0
ong	ngo	0.0
ultimados	finalized	0.5462962962962963
construido	built	0.43333333333333335
hipotecas	mortgages	0.6370370370370371
veranos	summers	0.4285714285714286
ejecutado	executed	0.825
culpable	guilty	0.5277777777777778
india	India	1.0
ofrecía	offered	0.6309523809523809
cámara	camera	0.8755555555555556
benjamin	Benjamin	1.0
apuestas	bets	0.5972222222222222
actívalas	activate them	0.8256410256410257
decente	decent	0.9714285714285714
contestar	answer	0.6203703703703703
asesinado	murdered	0.4907407407407407
jueces	judges	0.8222222222222222
granadas	grenades	0.8222222222222222
vencidos	expired	0.6011904761904762
atravesaba	traversed	0.7000000000000001
muelle	dock	0.0
human	human	1.0
obituarios	obituaries	0.96
apuntó	pointed	0.6428571428571429
interrogaban	they were questioning	0.5079365079365079
doblar	Bend	0.4722222222222221
simpatizantes	sympathizers	0.8326923076923078
comparte	share	0.6583333333333333
invirtió	invested	0.6666666666666666
hablaban	they spoke	0.40833333333333344
vivido	vivid	0.9666666666666667
adolescentes	teenagers	0.611111111111111
reflexionó	reflected	0.6851851851851851
escuchara	will listen	0.0
baloch	baloch	1.0
pidieron	they asked	0.40833333333333344
loca	crazy	0.4833333333333334
blanca	white	0.0
pensó	thought	0.4476190476190476
desplomó	collapsed	0.32407407407407407
proyectos	Projects	0.9189814814814814
dominado	dominated	0.9305555555555555
viste	dresses	0.39523809523809517
negros	black	0.0
escribieron	they wrote	0.5045454545454545
dirigió	He directed	0.5670995670995671
erradas	wrong	0.4476190476190476
cambié	I changed	0.611111111111111
situado	located	0.5079365079365079
sanciones	penalties	0.6370370370370371
contestó	answered	0.4722222222222221
saludó	greeting	0.0
estrellado	starry	0.6
eternidad	eternity	0.8833333333333333
tonterías	silly stuff	0.30134680134680125
tapp	tapp	1.0
estancó	watertight	0.465079365079365
virginia	Virginia	1.0
decidida	determined	0.6333333333333333
cuchillo	knife	0.44166666666666665
asesino	assassin	0.8238095238095238
haciéndome	doing to me	0.6515151515151515
coche	car	0.5111111111111111
chris	Chris	1.0
rehusó	refused	0.7968253968253969
acto	act	0.9166666666666666
yacía	lay	0.5111111111111111
delantero	Forward	0.5026455026455027
espectáculo	show	0.446969696969697
arrojaron	they threw	0.4037037037037037
abarrotada	crowded	0.5761904761904763
us5000	us5000	1.0
traté	I tried	0.6761904761904761
pena	pain	0.6666666666666666
armados	armed	0.8533333333333333
cálido	warm	0.4722222222222221
creí	i believed	0.3999999999999999
limpiar	clean	0.5619047619047619
thomas	thomas	1.0
repleto	full	0.4642857142857142
bife	steak	0.4833333333333334
xinjiang	xinjiang	1.0
periódicos	newspapers	0.4222222222222223
escalones	steps	0.374074074074074
londres	London	0.8476190476190476
sanguíneo	sanguine	0.9777777777777777
aliados	allies	0.7968253968253969
liberados	released	0.5935185185185184
duelo	duel	0.96
convencido	convinced	0.9577777777777777
fallando	failing	0.6904761904761904
dándome	giving me	0.5873015873015873
deliberación	deliberation	0.9666666666666666
gasíferos	gas	0.7777777777777777
suelto	loose	0.4555555555555555
sonar	Sound	0.7866666666666667
emoción	emotion	0.9333333333333333
comparar	compare	0.9214285714285715
obvio	obvious	0.9428571428571428
obstinada	obstinate	0.9111111111111111
indagación	inquiry	0.5761904761904763
aparecía	appeared	0.6833333333333332
dios	God	0.5277777777777778
interrogatorios	interrogations	0.9436630036630037
empezaba	started	0.3452380952380951
autobuses	buses	0.5407407407407407
reconocidas	recognized	0.8672727272727273
aparente	apparent	0.9333333333333333
ejecutó	executed	0.8017857142857143
fiscales	prosecutors	0.537878787878788
corbata	tie	0.0
bloquear	to block	0.4722222222222221
recaudación	collection	0.6595959595959596
senté	sat	0.6888888888888888
coincidencias	coincidences	0.9525641025641025
madurar	to mature	0.671957671957672
rompió	broke	0.5777777777777778
senderos	walking trails	0.5297619047619048
convenció	convinced	0.9305555555555555
musulmán	Muslim	0.8736111111111112
bromeó	joked	0.5777777777777778
adolescente	Teen	0.446969696969697
the	the	1.0
bebí	i drank	0.0
gasoductos	gas pipelines	0.5692307692307693
perpetua	life	0.45833333333333326
sentenciado	sentenced	0.9232323232323232
llamaban	they called	0.4053030303030303
miraba	looked	0.0
separado	separated	0.9305555555555555
índico	Indian	0.8666666666666666
estrecho	narrow	0.5277777777777778
leigh	leigh	1.0
moorea	moorea	1.0
determinada	determined	0.9436363636363637
fichado	signed	0.5396825396825397
comiera	eat	0.0
pertenecen	belong	0.5111111111111111
nombrado	appointed	0.4907407407407407
involucrada	involved	0.8590909090909091
caucásica	Caucasian	0.9555555555555556
buscaban	they were looking for	0.3908730158730158
calificados	qualified	0.7373737373737373
terrorista	terrorist	0.98
convincente	convincing	0.9054545454545454
tapete	rug	0.0
legales	legal	0.9428571428571428
contestara	will answer	0.5045454545454545
semen	semen	1.0
defensor	defender	0.9
prístinos	pristine	0.9305555555555555
imagino	I imagine	0.7571428571428571
comprado	bought	0.4305555555555556
guardias	guards	0.95
abusos	abuse	0.8933333333333334
dominaban	dominated	0.8666666666666666
concesionarios	dealers	0.4365079365079365
videos	videos	1.0
porche	porch	0.9666666666666667
noté	i noticed	0.6944444444444443
promovidos	promoted	0.87
cruzada	crusade	0.8666666666666668
pakistán	Pakistan	1.0
chica	girl	0.4833333333333334
michael	Michael	1.0
noroeste	northwest	0.825
séptimo	seventh	0.6190476190476191
colonial	colonial	1.0
besó	kiss	0.5
bryce	bryce	1.0
querrán	will want	0.5026455026455027
redlich	redlich	1.0
salvarme	save me	0.8238095238095238
pensaron	they thought	0.4722222222222221
conducimos	we drive	0.4833333333333334
oscuro	Dark	0.4722222222222221
amenazaron	they threatened	0.4722222222222223
escasas	scarce	0.6428571428571429
explotó	exploded	0.8678571428571429
pensamos	we think	0.41666666666666674
baréin	Bahrain	0.8793650793650793
silla	chair	0.0
negativas	negative	0.9305555555555555
automóviles	automobiles	0.9636363636363636
severa	severe	0.9333333333333333
anular	cancel	0.6666666666666666
sometido	subdued	0.4900793650793651
encubierto	covert	0.6055555555555555
sábana	bed sheet	0.4259259259259258
jessica	Jessica	1.0
punzantes	sharp	0.4370370370370371
golden	golden	1.0
complejos	complex	0.9047619047619048
encontrarlo	find him	0.4053030303030303
destacó	highlighted	0.0
costearse	afford	0.5185185185185185
confesiones	confessions	0.9236363636363636
ussery	ussery	1.0
chatarra	Scrap	0.5472222222222222
conflicto	conflict	0.9777777777777777
lanzó	He launched	0.6242424242424242
sorpresiva	surprise	0.829642857142857
cayeron	fell	0.4642857142857142
hampikian	hampikian	1.0
correspondiente	correspondent	0.9733333333333334
colilla	stub	0.0
ayudarme	help me	0.5119047619047619
perra	female dog	0.5333333333333333
interpreto	I interpret	0.9154545454545455
desestimada	dismissed	0.7385281385281386
ancestrycom	ancestrycom	1.0
descendientes	decendents	0.9384615384615385
coordinó	coordinated	0.9022727272727272
pausa	pause	0.92
hueco	hole	0.6333333333333333
horrible	horrible	1.0
cristiana	christian	0.9333333333333333
mortífero	lethal	0.4259259259259258
asia	Asia	1.0
llorar	cry	0.5
sostuvo	Held	0.0
decena	ten	0.6666666666666666
capciosas	capious	0.888888888888889
desilusionarla	disappoint her	0.5714285714285715
contestación	reply	0.4277777777777778
supuestamente	supposedly	0.5615384615384615
grabaciones	recordings	0.6595959595959596
navideño	Christmas	0.412037037037037
respondían	they responded	0.6857142857142856
colina	hill	0.4444444444444444
quisiéramos	we would like	0.39005439005439
querías	you wanted	0.49523809523809526
inteligente	intelligent	0.9636363636363636
excluidas	excluded	0.8833333333333333
ferrocarriles	railways	0.5352564102564102
otorgó	awarded	0.4365079365079365
resueltos	resolved	0.6601851851851852
corregir	to correct	0.6416666666666667
soportaba	endured	0.4179894179894179
comprobar	check	0.4370370370370371
george	George	1.0
inocencia	innocence	0.8052910052910053
abogacía	advocacy	0.5833333333333334
oriundo	native	0.4365079365079365
mataron	they killed	0.4112554112554112
presionaba	pressed	0.6571428571428571
hacer¿a	do	0.0
escritorios	desks	0.5272727272727272
endeudado	indebted	0.6601851851851852
vistiendo	wearing	0.5026455026455027
rebautizada	renamed	0.6450216450216449
pellejo	skin	0.0
faltan	missing	0.4365079365079365
news	news	1.0
forjándose	forging	0.6571428571428571
instrumento	instrument	0.9818181818181818
liberación	release	0.5738095238095239
ayude	help	0.0
arábigo	Arabic	0.9095238095238095
us1500	us1500	1.0
rio	River	0.6888888888888888
kuna	kuna	1.0
destacados	featured	0.5499999999999999
oído	ear	0.0
dijera	I said	0.5555555555555555
pasaba	happened	0.36111111111111116
vendiendo	selling	0.47619047619047605
polígrafo	polygraph	0.8444444444444443
abogados	lawyers	0.5119047619047619
vera	see	0.5277777777777778
pudimos	we could	0.42261904761904767
pasantes	interns	0.6904761904761904
lashkarejhangvi	lashkarejhangvi	1.0
llorando	crying	0.5277777777777778
inversiones	investments	0.865909090909091
vicki	vicki	1.0
cineasta	filmmaker	0.4907407407407407
camisa	shirt	0.4555555555555555
confundida	confused	0.87
liderazo	leadership	0.5750000000000001
argumentan	they argue	0.46666666666666656
register	register	1.0
notado	noticed	0.8222222222222222
historial	record	0.5185185185185185
coercitivo	coercive	0.915
sorprendido	Surprised	0.7813852813852813
vinculando	linking	0.5761904761904763
delatar	betray	0.5317460317460317
portuaria	port	0.888888888888889
permanecen	remain	0.7111111111111112
beneficiar	benefit	0.8914285714285715
dormitorio	bedroom	0.6047619047619048
ratas	rats	0.9533333333333333
state	state	1.0
fmi	fmi	1.0
brian	Brian	1.0
greg	greg	1.0
llevé	I carried	0.4370370370370371
fijamente	fixedly	0.5873015873015873
explicarlo	explain it	0.6777777777777777
arrancó	ripped	0.4365079365079365
sharif	sharif	1.0
mason	mason	1.0
empapado	soggy	0.0
puñaladas	stab wounds	0.5353535353535354
johnson	johnson	1.0
matanza	slaughter	0.4179894179894179
típica	typical	0.8042857142857143
escojas	choose	0.6428571428571429
trasera	rear	0.7261904761904763
zaver	zaver	1.0
deslumbrante	dazzling	0.5416666666666666
basura	garbage	0.6428571428571429
caldwell	caldwell	1.0
juzgado	court	0.4476190476190476
chagaii	chagaii	1.0
meterse	get into	0.5119047619047619
paraba	stopped	0.0
enterrar	bury	0.45833333333333326
concluyó	concluded	0.8833333333333333
patrullar	patrol	0.8777777777777778
obituario	obituary	0.9305555555555555
afirmaría	would affirm	0.41666666666666674
claras	clear	0.8577777777777779
yacían	lay	0.5
investigó	investigated	0.9111111111111111
presionando	pressing	0.8590909090909091
arrestarlo	arrest him	0.8400000000000001
asiático	Asian	0.86
admitir	to admit	0.7797619047619048
veredicto	verdict	0.9481481481481482
entregan	deliver	0.4900793650793651
data	data	1.0
defensiva	defensive	0.9555555555555556
cubierto	covered	0.6011904761904762
recogerlo	pick it up	0.4037037037037037
recuerdos	memories	0.5648148148148148
pronosticaba	predicted	0.5907407407407408
quede	stay	0.0
enojada	angry	0.4476190476190476
ensortijado	curly	0.4303030303030304
carta	letter	0.4555555555555555
belleza	beauty	0.5396825396825397
sucediera	happen	0.4259259259259258
famosos	Famous	0.9095238095238095
vagaba	wandered	0.4305555555555556
violento	violent	0.975
rauda	fast	0.4833333333333334
arguyeron	they argued	0.4242424242424241
nieto	grandchild	0.43333333333333335
post	post	1.0
errónea	wrong	0.6761904761904761
represión	repression	0.98
aplausos	applause	0.8666666666666667
tawni	tawni	1.0
osborne	osborne	1.0
lamentó	lament	0.9714285714285714
mantuvo	kept up	0.5238095238095238
flota	fleet	0.7866666666666667
reino	kingdom	0.6761904761904761
perdóname	forgive me	0.4481481481481482
creyó	believed	0.44166666666666665
interrogatorio	interrogation	0.9393772893772894
unánime	unanimous	0.9047619047619048
solicitó	solicitous	0.96
violado	broken	0.4365079365079365
eché	I missed	0.45833333333333326
ferroviario	railway	0.5670995670995671
cortar	cut	0.6666666666666666
liberar	break free	0.6714285714285714
reclusión	seclusion	0.9259259259259259
reunieron	gathered	0.45833333333333326
nacionalistas	nationalists	0.9367521367521368
vinculándolo	linking it	0.49444444444444446
decididos	determined	0.6148148148148148
atropellaran	they will run over	0.5621693121693122
alianza	alliance	0.8238095238095238
revisara	will check	0.40833333333333344
armado	armed	0.8755555555555556
perder	to lose	0.4365079365079365
echó	threw out	0.5833333333333334
públicamente	publicly	0.85
rogándoles	begging them	0.5166666666666667
detenida	detained	0.9083333333333333
anunciada	announced	0.7777777777777778
abrumador	overwhelming	0.462962962962963
extremista	extremist	0.98
probara	will taste	0.41428571428571437
volantes	frills	0.5277777777777778
falsamente	falsely	0.8428571428571429
harvey	harvey	1.0
cece	cece	1.0
alzó	raised	0.4722222222222221
dedicó	dedicated	0.8777777777777778
sucedieron	happened	0.5499999999999999
reían	they were laughing	0.47777777777777763
heavy	heavy	1.0
vayas	go	0.0
furiosa	furious	0.9428571428571428
paralizó	paralyzed	0.8833333333333333
hotelero	hotelier	0.95
compareció	appeared	0.46666666666666656
molestó	annoying	0.42261904761904767
entregó	He delivered	0.4841269841269842
barricada	barricade	0.9555555555555556
convictos	convicts	0.9777777777777777
porosa	porous	0.9333333333333333
deshecho	Undone	0.5277777777777778
resaltó	projection	0.5738095238095239
diera	give	0.6333333333333333
presionó	pressed	0.6904761904761904
abrazaron	they hugged	0.0
ahora¿qué	now what	0.4907407407407407
documentado	documented	0.9436363636363637
capitán	captain	0.9666666666666667
comunicó	communicated	0.8736111111111112
dirigieron	directed	0.6333333333333333
perseverancia	perseverance	0.9525641025641025
agradable	nice	0.0
error	error	1.0
debilita	weakens	0.42261904761904767
talibanes	taliban	0.9555555555555556
firme	firm	0.96
vitorearon	cheered	0.3285714285714285
testimonio	testimony	0.9377777777777778
baluchistán	baluchistan	1.0
atrapado	caught	0.4305555555555556
imagínense	imagine	0.9400000000000001
limpio	cleansed	0.4305555555555556
expresó	express	0.9428571428571428
inédito	unpublished	0.48917748917748916
lágrimas	tears	0.6583333333333333
yellowstone	yellowstone	1.0
horrorosa	hideous	0.5873015873015873
detectives	detectives	1.0
relató	story	0.0
europa	Europe	0.9333333333333333
obstruyendo	obstructing	0.8545454545454545
gritos	Screams	0.5396825396825397
coincidiera	coincided	0.9232323232323232
franca	frank	0.8933333333333334
informaron	reported	0.4472222222222222
familiarizado	acquainted	0.48589743589743595
significaría	would mean	0.3944444444444444
dichoso	happy	0.0
pearlcontinental	pearlcontinental	1.0
dudaba	doubted	0.6428571428571429
john	john	1.0
fría	cold	0.0
aquello	that	0.4642857142857142
malaca	malacca	0.9714285714285714
dictaron	they dictated	0.5365384615384615
vhs	vhs	1.0
hirieron	they hurt	0.5694444444444444
chinapakistán	chinapakistan	1.0
convocaron	summoned	0.4833333333333334
banco	Bank	0.8483333333333334
mayoritariamente	mostly	0.5555555555555555
implicaba	implied	0.853968253968254
falló	failure	0.6761904761904761
supe	I knew	0.4722222222222221
rubio	blond	0.0
saldría	would come out	0.4761904761904763
mataran	they will kill	0.40476190476190466
baluchi	baluchi	1.0
templo	temple	0.9333333333333333
suspiro	sigh	0.4642857142857142
amaba	loved	0.0
transité	I walked	0.5
carol	Carol	1.0
callada	quiet	0.0
escrito	written	0.6190476190476191
literalmente	literally	0.8722222222222222
engañado	cheated	0.6011904761904762
malas	bad	0.5111111111111111
atemorizado	afraid	0.6767676767676768
gasífera	gas	0.7916666666666666
chico	boy	0.0
arremeter	lash out	0.4907407407407407
occidente	West	0.0
genealógico	genealogical	0.9484848484848484
vigilarlo	watch him	0.0
programado	programmed	0.92
homicidio	homicide	0.9305555555555555
borrado	erased	0.6428571428571429
solucionar	sort out	0.5499999999999999
utilizada	used	0.4537037037037037
atraparon	they caught	0.468013468013468
decirle	tell him	0.4900793650793651
estratégicos	strategic	0.8055555555555555
manipulación	handling	0.6138888888888889
novato	rookie	0.4444444444444444
fuertemente	strongly	0.43813131313131315
endurecido	hard	0.3999999999999999
mamá	mother	0.4722222222222221
institución	institution	0.9636363636363636
normales	normal	0.95
grabado	Recorded	0.4900793650793651
agradezco	I appreciate	0.5925925925925926
irnos	leave	0.0
bhrc	bhrc	1.0
excluyeron	excluded	0.87
seguía	still	0.5777777777777778
hassas	hassas	1.0
paquistaní	Pakistani	0.9170370370370371
darán	will give	0.0
coincidía	coincided	0.9111111111111111
operativo	operative	0.9555555555555556
baluchis	baluchis	1.0
desgarrador	piercing	0.43813131313131315
conocía	knew	0.4642857142857142
taiwán	taiwan	1.0
nawaz	nawaz	1.0
desarrollada	developed	0.5907407407407408
hobbs	hobbs	1.0
condena	sentence	0.4900793650793651
preguntarle	ask him	0.0
enchapado	plating	0.4179894179894179
martínez	martinez	1.0
agradecido	grateful	0.5499999999999999
pasaban	passed	0.6428571428571429
has	have you	0.6388888888888888
eeuu	USA	0.0
debió	should have	0.4303030303030304
erróneas	wrong	0.6583333333333333
compartía	shared	0.5185185185185185
habitan	inhabit	0.8095238095238096
condenadas	condemned	0.8955555555555555
dispareja	uneven	0.4259259259259258
empeños	pawns	0.6761904761904761
hablé	I talked	0.6583333333333333
forenses	forensic	0.9
revisando	checking	0.5694444444444444
recogerla	pick her up	0.5353535353535354
silencio	silence	0.9214285714285715
jubilado	retired	0.5119047619047619
ambicioso	ambitious	0.9111111111111111
inmueble	property	0.41666666666666674
autónoma	autonomous	0.915
corea	Korea	0.8666666666666667
empeñado	pawned	0.6388888888888888
molestado	troubled	0.6481481481481481
hope	hope	1.0
enfrentaba	faced	0.3666666666666667
precisamente	precisely	0.8722222222222222
degradadas	degraded	0.915
suelen	usually	0.5317460317460317
bandos	sides	0.5777777777777778
flanqueado	flanked	0.8914285714285715
sr	Mr	0.6666666666666666
definitivamente	definitely	0.8666666666666667
exhaló	exhaled	0.9095238095238095
cenicero	ashtray	0.42261904761904767
recibo	receipt	0.8222222222222222
das	you give	0.0
desesperado	desperate	0.852104377104377
colchón	mattress	0.0
molesta	upset	0.565079365079365
pared	wall	0.4833333333333334
supliqué	I begged	0.41666666666666674
desteñida	faded	0.6444444444444445
criticaban	they criticized	0.5555555555555555
insurgencia	insurgency	0.9436363636363637
interrogado	interrogated	0.9484848484848484
subtítulos	Subtitle	0.915
modernos	modern	0.95
sucedería	would happen	0.5092592592592592
proveyeron	they provided	0.6032967032967033
snake	snake	1.0
crimen	crime	0.9666666666666667
gedmatch	gedmatch	1.0
afganistán	Afghanistan	0.9787878787878788
ben	ben	1.0
diversas	diverse	0.9214285714285715
caluroso	hot	0.0
exoneración	exoneration	0.9636363636363636
inspiró	inspired	0.9214285714285715
distribuyó	distributed	0.9054545454545454
fusiles	rifles	0.7825396825396825
entrevistado	interviewed	0.672979797979798
cometidos	committed	0.8055555555555556
amo	love	0.5277777777777778
hotel	hotel	1.0
ensangrentada	bloody	0.0
emprendida	undertaken	0.6222222222222222
camisetas	Tshirts	0.5886243386243386
innumerables	innumerable	0.9833333333333333
hablaron	they talked	0.43813131313131315
orleans	orleans	1.0
transcripción	transcription	0.9692307692307692
corredor	runner	0.5138888888888888
empecinada	stubborn	0.40833333333333344
florida	Florida	1.0
secundaria	high school	0.396969696969697
padrastro	stepfather	0.6148148148148148
enteras	whole	0.4476190476190476
tropel	throng	0.6666666666666666
poligrafía	polygraphy	0.8133333333333334
tocado	touched	0.7968253968253969
ferozmente	fiercely	0.6333333333333333
pasaron	they passed	0.4112554112554112
investigar	research	0.6333333333333333
seguíamos	we kept	0.4179894179894179
cortada	cut	0.6507936507936508
coro	chorus	0.775
vinculada	linked	0.611111111111111
detuvieron	stopped	0.3285714285714285
humillante	humiliating	0.8804545454545455
repletos	packed	0.36111111111111116
confesaba	confessed	0.8666666666666666
descubrieron	they discovered	0.6083333333333333
demandar	to sue	0.0
bla	blah	0.9166666666666666
biblioteca	library	0.465079365079365
intentara	will try	0.5694444444444444
brazos	arms	0.6388888888888888
estupefacta	dumbfounded	0.404040404040404
dejaron	They left	0.4179894179894179
sorprendidos	surprised	0.7916666666666666
sinónimo	synonymous	0.8049999999999999
interpusieron	interposed	0.8962393162393162
extenso	extensive	0.9047619047619048
prisión	prison	0.9714285714285714
monstruo	monster	0.9214285714285715
amenazarla	threaten her	0.49444444444444446
recompensa	reward	0.5111111111111111
acompañado	accompanied	0.8739393939393939
inusual	unusual	0.7936507936507936
dentadura	teeth	0.374074074074074
cargar	load	0.4722222222222221
feliz	happy	0.0
aliado	ally	0.611111111111111
karachi	karachi	1.0
ideológicas	ideological	0.9636363636363636
descarga	download	0.5
presionar	press	0.8488888888888889
quedé	I stayed	0.44166666666666665
rogó	begged	0.4722222222222221
marítimas	maritime	0.9305555555555555
frustrada	frustrated	0.9377777777777778
empecé	I started	0.4259259259259258
leía	read	0.6666666666666666
pésima	lousy	0.4555555555555555
obstáculo	obstacle	0.9305555555555555
mentido	lied	0.5952380952380952
indició	indication	0.9400000000000001
beneficio	benefit	0.9047619047619048
apuñalado	stabbed	0.5026455026455027
sombra	shadow	0.4444444444444444
ventana	window	0.4365079365079365
apelación	appeal	0.7837037037037038
menciono	I mention	0.8055555555555555
violé	I raped	0.5619047619047619
jeremy	jeremy	1.0
creía	believed	0.5499999999999999
perfil	profile	0.8642857142857143
california	California	1.0
cantina	canteen	0.8857142857142858
alzaba	hoisted	0.0
beneficia	benefits	0.8833333333333333
heavey	heavey	1.0
lazo	tie	0.0
regresó	Return	0.6428571428571429
operan	operate	0.9095238095238095
amontonarse	pile up	0.0
pakistaníes	Pakistanis	0.9818181818181818
acordó	agreed	0.6666666666666666
coca	Coke	0.6666666666666666
dripps	dripps	1.0
alejarme	get away	0.5
elevó	raised	0.4555555555555555
jauría	pack	0.4722222222222221
rodado	rolled	0.6666666666666666
enviaron	they sent	0.4907407407407407
teatro	theater	0.8642857142857143
grado	degree	0.5777777777777778
abrazada	embraced	0.6666666666666666
confesó	confessed	0.9047619047619048
acusaron	accused	0.6904761904761904
cpec	cpec	1.0
víveres	groceries	0.5886243386243386
geoestratégico	geostrategic	0.9083333333333333
feligreses	congregation	0.40555555555555567
separatistas	separatists	0.9833333333333333
desesperada	desperate	0.852104377104377
anterior	previous	0.5833333333333334
anularon	canceled	0.5833333333333334
presentación	presentation	0.9666666666666666
punjab	Punjab	1.0
dudar	doubt	0.6
golpearon	they beat	0.4814814814814814
observaba	watched	0.4179894179894179
recolectaron	collected	0.6441798941798942
sentían	they felt	0.33597883597883604
notó	noticed	0.8083333333333333
smith	smith	1.0
levantar	lift up	0.5119047619047619
chagai	chagai	1.0
coincidencia	coincidence	0.9484848484848484
modesta	modest	0.9714285714285714
sonrisa	smile	0.5619047619047619
equivocada	wrong	0.43333333333333335
determinan	determine	0.9377777777777778
servir	to serve	0.7222222222222222
mecánica	mechanics	0.9189814814814814
difficile	difficult	0.9111111111111111
oye	hears	0.5111111111111111
panamericana	pan american	0.961111111111111
agitado	agitated	0.9214285714285715
agente	agent	0.9666666666666667
ruskin	ruskin	1.0
opacidades	opacities	0.8955555555555555
conclusión	conclusion	1.0
asesor	adviser	0.6428571428571429
anglia	anglia	1.0
distribuyera	distribute	0.9299999999999999
internet	Internet	1.0
salvarlo	save him	0.5833333333333334
animan	cheer up	0.0
jerga	jargon	0.7300000000000001
defienden	defend	0.9222222222222222
vidrio	glass	0.0
resistente	resistant	0.9377777777777778
trump	trump	1.0
repentinamente	suddenly	0.4642857142857142
perfiles	profiles	0.9249999999999999
mms	mms	1.0
armando	assembling	0.5761904761904763
colombia	Colombia	1.0
tomografía	tomography	0.88
ministerio	ministry	0.915
individuos	individuals	0.9436363636363637
conectaran	will connect	0.5777777777777778
aplicada	applied	0.8238095238095238
renovada	renewed	0.6904761904761904
testeo	testing	0.8476190476190476
seguidores	followers	0.5314814814814816
leer	read	0.5
chaccour	chaccour	1.0
cómodamente	comfortably	0.6414141414141414
regionales	regional	0.96
tejido	tissue	0.5555555555555555
reproducido	reproduced	0.9436363636363637
covid19	covid19	1.0
tomografías	tomography	0.8672727272727273
ops	ops	1.0
causar	cause	0.8933333333333334
facebook	Facebook	1.0
emitido	issued	0.5396825396825397
probados	tested	0.4305555555555556
pedir	ask for	0.4476190476190476
subyacente	underlying	0.5166666666666667
aparentemente	apparently	0.796923076923077
mensajería	Messenger service	0.6563025210084034
olga	olga	1.0
móvil	mobile	0.8577777777777779
pastor	Shepherd	0.5138888888888888
encubiertos	undercover	0.6359307359307359
bolsonaro	bolsonaro	1.0
aprobado	approved	0.8
jair	jair	1.0
avanzado	advanced	0.775
brasileño	Brazilian	0.8444444444444443
arnaud	arnaud	1.0
publicitándose	advertising	0.4705627705627706
farmacológicos	pharmacological	0.8396825396825397
emergiendo	emerging	0.915
mediana	median	0.9714285714285714
expanda	expand	0.9714285714285714
confirmaba	confirmed	0.8955555555555555
carlos	Charles	0.8642857142857143
verificando	verifying	0.882828282828283
compatible	compatible	1.0
automedicación	self medication	0.7105820105820105
distintivos	badges	0.5050505050505051
rusos	russians	0.8366666666666667
exista	exist	0.9666666666666667
vinculación	bonding	0.3225108225108224
descendencia	offspring	0.41666666666666674
desestima	dismiss	0.5886243386243386
foreign	foreign	1.0
pirámide	pyramid	0.8821428571428571
anticonceptivos	contraceptives	0.8301587301587302
mercenarios	mercenaries	0.9636363636363636
guerras	wars	0.4642857142857142
contrapartes	counterparts	0.907070707070707
directos	direct	0.95
sudán	Sudan	1.0
predicciones	predictions	0.9484848484848484
putin	putin	1.0
encuentro	meeting	0.5886243386243386
alineamiento	alignment	0.8671296296296296
wagner	wagner	1.0
despliegue	deployment	0.6666666666666666
comparan	compare	0.9214285714285715
maternal	maternal	1.0
reducirse	reduce	0.9333333333333333
crimea	crimea	1.0
brutales	brutal	0.95
métricas	metric	0.95
kremlin	kremlin	1.0
torturar	torture	0.9214285714285715
operado	operated	0.9214285714285715
paul	Paul	1.0
extraordinario	extraordinary	0.956043956043956
jonathan	Jonathan	1.0
tailandia	thailand	0.8958333333333333
medioambiente	environment	0.6773226773226773
multiplicadores	multipliers	0.9284848484848485
perdiendo	losing	0.5185185185185185
considero	I consider	0.812962962962963
subsahariana	sub-saharan	0.9398989898989898
argumenta	argue	0.9111111111111111
alcanzará	It will reach	0.41025641025641035
singapur	Singapore	0.9305555555555555
combatieron	they fought	0.39393939393939403
despliegues	deployments	0.6969696969696969
negable	deniable	0.8134920634920636
llegará	reach	0.5619047619047619
ganadería	cattle raising	0.5708994708994709
reemplazar	replace	0.7663492063492063
bebés	babies	0.8400000000000001
fertilidad	fertility	0.8955555555555555
marcus	marcus	1.0
prospere	prosper	0.975
racismo	racism	0.9714285714285714
ibrahim	ibrahim	1.0
rusia	Russia	0.9611111111111111
definir	define	0.9095238095238095
redoblar	redouble	0.9
operadores	operators	0.9377777777777778
entrenadores	trainers	0.7242063492063493
casera	homemade	0.5277777777777778
emil	emil	1.0
